marker,chrom,pos
SNP_2497,8,2497
SNP_2498,8,2498
SNP_2499,8,2499
SNP_2500,8,2500
SNP_2501,8,2501
SNP_2502,8,2502
SNP_2503,8,2503
SNP_2504,8,2504
SNP_2505,8,2505
SNP_2506,8,2506
SNP_2507,8,2507
SNP_2508,8,2508
SNP_2509,8,2509
SNP_2510,8,2510
SNP_2511,8,2511
SNP_2512,8,2512
SNP_2513,8,2513
SNP_2514,8,2514
SNP_2515,8,2515
SNP_2516,8,2516
SNP_2517,8,2517
SNP_2518,8,2518
SNP_2519,8,2519
SNP_2520,8,2520
SNP_2521,8,2521
SNP_2522,8,2522
SNP_2523,8,2523
SNP_2524,8,2524
SNP_2525,8,2525
SNP_2526,8,2526
SNP_2527,8,2527
SNP_2528,8,2528
SNP_2529,8,2529
SNP_2530,8,2530
SNP_2531,8,2531
SNP_2532,8,2532
SNP_2533,8,2533
SNP_2534,8,2534
SNP_2535,8,2535
SNP_2536,8,2536
SNP_2537,8,2537
SNP_2538,8,2538
SNP_2539,8,2539
SNP_2540,8,2540
SNP_2541,8,2541
SNP_2542,8,2542
SNP_2543,8,2543
SNP_2544,8,2544
SNP_2545,8,2545
SNP_2546,8,2546
SNP_2547,8,2547
SNP_2548,8,2548
SNP_2549,8,2549
SNP_2550,8,2550
SNP_2551,8,2551
SNP_2552,8,2552
SNP_2553,8,2553
SNP_2554,8,2554
SNP_2555,8,2555
SNP_2556,8,2556
SNP_2557,8,2557
SNP_2558,8,2558
SNP_2559,8,2559
SNP_2560,8,2560
SNP_2561,8,2561
SNP_2562,8,2562
SNP_2563,8,2563
SNP_2564,8,2564
SNP_2565,8,2565
SNP_2566,8,2566
SNP_2567,8,2567
SNP_2568,8,2568
SNP_2569,8,2569
SNP_2570,8,2570
SNP_2571,8,2571
SNP_2572,8,2572
SNP_2573,8,2573
SNP_2574,8,2574
SNP_2575,8,2575
SNP_2576,8,2576
SNP_2577,8,2577
SNP_2578,8,2578
SNP_2579,8,2579
SNP_2580,8,2580
SNP_2581,8,2581
SNP_2582,8,2582
SNP_2583,8,2583
SNP_2584,8,2584
SNP_2585,8,2585
SNP_2586,8,2586
SNP_2587,8,2587
SNP_2588,8,2588
SNP_2589,8,2589
SNP_2590,8,2590
SNP_2591,8,2591
SNP_2592,8,2592
SNP_2593,8,2593
SNP_2594,8,2594
SNP_2595,8,2595
SNP_2596,8,2596
SNP_2597,8,2597
SNP_2598,8,2598
SNP_2599,8,2599
SNP_2600,8,2600
SNP_2601,8,2601
SNP_2602,8,2602
SNP_2603,8,2603
SNP_2604,8,2604
SNP_2605,8,2605
SNP_2606,8,2606
SNP_2607,8,2607
SNP_2608,8,2608
SNP_2609,8,2609
SNP_2610,8,2610
SNP_2611,8,2611
SNP_2612,8,2612
SNP_2613,8,2613
SNP_2614,8,2614
SNP_2615,8,2615
SNP_2616,8,2616
SNP_2617,8,2617
SNP_2618,8,2618
SNP_2619,8,2619
SNP_2620,8,2620
SNP_2621,8,2621
SNP_2622,8,2622
SNP_2623,8,2623
SNP_2624,8,2624
SNP_2625,8,2625
SNP_2626,8,2626
SNP_2627,8,2627
SNP_2628,8,2628
SNP_2629,8,2629
SNP_2630,8,2630
SNP_2631,8,2631
SNP_2632,8,2632
SNP_2633,8,2633
SNP_2634,8,2634
SNP_2635,8,2635
SNP_2636,8,2636
SNP_2637,8,2637
SNP_2638,8,2638
SNP_2639,8,2639
SNP_2640,8,2640
SNP_2641,8,2641
SNP_2642,8,2642
SNP_2643,8,2643
SNP_2644,8,2644
SNP_2645,8,2645
SNP_2646,8,2646
SNP_2647,8,2647
SNP_2648,8,2648
SNP_2649,8,2649
SNP_2650,8,2650
SNP_2651,8,2651
SNP_2652,8,2652
SNP_2653,8,2653
SNP_2654,8,2654
SNP_2655,8,2655
SNP_2656,8,2656
SNP_2657,8,2657
SNP_2658,8,2658
SNP_2659,8,2659
SNP_2660,8,2660
SNP_2661,8,2661
SNP_2662,8,2662
SNP_2663,8,2663
SNP_2664,8,2664
SNP_2665,8,2665
SNP_2666,8,2666
SNP_2667,8,2667
SNP_2668,8,2668
SNP_2669,8,2669
SNP_2670,8,2670
SNP_2671,8,2671
SNP_2672,8,2672
SNP_2673,8,2673
SNP_2674,8,2674
SNP_2675,8,2675
SNP_2676,8,2676
SNP_2677,8,2677
SNP_2678,8,2678
SNP_2679,8,2679
SNP_2680,8,2680
SNP_2681,8,2681
SNP_2682,8,2682
SNP_2683,8,2683
SNP_2684,8,2684
SNP_2685,8,2685
SNP_2686,8,2686
SNP_2687,8,2687
SNP_2688,8,2688
SNP_2689,8,2689
SNP_2690,8,2690
SNP_2691,8,2691
SNP_2692,8,2692
SNP_2693,8,2693
SNP_2694,8,2694
SNP_2695,8,2695
SNP_2696,8,2696
SNP_2697,8,2697
SNP_2698,8,2698
SNP_2699,8,2699
SNP_2700,8,2700
SNP_2701,8,2701
SNP_2702,8,2702
SNP_2703,8,2703
SNP_2704,8,2704
SNP_2705,8,2705
SNP_2706,8,2706
SNP_2707,8,2707
SNP_2708,8,2708
SNP_2709,8,2709
SNP_2710,8,2710
SNP_2711,8,2711
SNP_2712,8,2712
SNP_2713,8,2713
SNP_2714,8,2714
SNP_2715,8,2715
SNP_2716,8,2716
SNP_2717,8,2717
SNP_2718,8,2718
SNP_2719,8,2719
SNP_2720,8,2720
SNP_2721,8,2721
SNP_2722,8,2722
SNP_2723,8,2723
SNP_2724,8,2724
SNP_2725,8,2725
SNP_2726,8,2726
SNP_2727,8,2727
SNP_2728,8,2728
SNP_2729,8,2729
SNP_2730,8,2730
SNP_2731,8,2731
SNP_2732,8,2732
SNP_2733,8,2733
SNP_2734,8,2734
SNP_2735,8,2735
SNP_2736,8,2736
SNP_2737,8,2737
SNP_2738,8,2738
SNP_2739,8,2739
SNP_2740,8,2740
SNP_2741,8,2741
SNP_2742,8,2742
SNP_2743,8,2743
SNP_2744,8,2744
SNP_2745,8,2745
SNP_2746,8,2746
SNP_2747,8,2747
SNP_2748,8,2748
SNP_2749,8,2749
SNP_2750,8,2750
SNP_2751,8,2751
SNP_2752,8,2752
SNP_2753,8,2753
SNP_2754,8,2754
SNP_2755,8,2755
SNP_2756,8,2756
SNP_2757,8,2757
SNP_2758,8,2758
SNP_2759,8,2759
SNP_2760,8,2760
SNP_2761,8,2761
SNP_2762,8,2762
SNP_2763,8,2763
SNP_2764,8,2764
SNP_2765,8,2765
SNP_2766,8,2766
SNP_2767,8,2767
SNP_2768,8,2768
SNP_2769,8,2769
SNP_2770,8,2770
SNP_2771,8,2771
SNP_2772,8,2772
SNP_2773,8,2773
SNP_2774,8,2774
SNP_2775,8,2775
SNP_2776,8,2776
SNP_2777,8,2777
SNP_2778,8,2778
SNP_2779,8,2779
SNP_2780,8,2780
SNP_2781,8,2781
SNP_2782,8,2782
SNP_2783,8,2783
SNP_2784,8,2784
SNP_2785,8,2785
SNP_2786,8,2786
SNP_2787,8,2787
SNP_2788,8,2788
SNP_2789,8,2789
SNP_2790,8,2790
SNP_2791,8,2791
SNP_2792,8,2792
SNP_2793,8,2793
SNP_2794,8,2794
SNP_2795,8,2795
SNP_2796,8,2796
SNP_2797,8,2797
SNP_2798,8,2798
SNP_2799,8,2799
SNP_2800,8,2800
SNP_2801,9,2801
SNP_2802,9,2802
SNP_2803,9,2803
SNP_2804,9,2804
SNP_2805,9,2805
SNP_2806,9,2806
SNP_2807,9,2807
SNP_2808,9,2808
SNP_2809,9,2809
SNP_2810,9,2810
SNP_2811,9,2811
SNP_2812,9,2812
SNP_2813,9,2813
SNP_2814,9,2814
SNP_2815,9,2815
SNP_2816,9,2816
SNP_2817,9,2817
SNP_2818,9,2818
SNP_2819,9,2819
SNP_2820,9,2820
SNP_2821,9,2821
SNP_2822,9,2822
SNP_2823,9,2823
SNP_2824,9,2824
SNP_2825,9,2825
SNP_2826,9,2826
SNP_2827,9,2827
SNP_2828,9,2828
SNP_2829,9,2829
SNP_2830,9,2830
SNP_2831,9,2831
SNP_2832,9,2832
SNP_2833,9,2833
SNP_2834,9,2834
SNP_2835,9,2835
SNP_2836,9,2836
SNP_2837,9,2837
SNP_2838,9,2838
SNP_2839,9,2839
SNP_2840,9,2840
SNP_2841,9,2841
SNP_2842,9,2842
SNP_2843,9,2843
SNP_2844,9,2844
SNP_2845,9,2845
SNP_2846,9,2846
SNP_2847,9,2847
SNP_2848,9,2848
SNP_2849,9,2849
SNP_2850,9,2850
SNP_2851,9,2851
SNP_2852,9,2852
SNP_2853,9,2853
SNP_2854,9,2854
SNP_2855,9,2855
SNP_2856,9,2856
SNP_2857,9,2857
SNP_2858,9,2858
SNP_2859,9,2859
SNP_2860,9,2860
SNP_2861,9,2861
SNP_2862,9,2862
SNP_2863,9,2863
SNP_2864,9,2864
SNP_2865,9,2865
SNP_2866,9,2866
SNP_2867,9,2867
SNP_2868,9,2868
SNP_2869,9,2869
SNP_2870,9,2870
SNP_2871,9,2871
SNP_2872,9,2872
SNP_2873,9,2873
SNP_2874,9,2874
SNP_2875,9,2875
SNP_2876,9,2876
SNP_2877,9,2877
SNP_2878,9,2878
SNP_2879,9,2879
SNP_2880,9,2880
SNP_2881,9,2881
SNP_2882,9,2882
SNP_2883,9,2883
SNP_2884,9,2884
SNP_2885,9,2885
SNP_2886,9,2886
SNP_2887,9,2887
SNP_2888,9,2888
SNP_2889,9,2889
SNP_2890,9,2890
SNP_2891,9,2891
SNP_2892,9,2892
SNP_2893,9,2893
SNP_2894,9,2894
SNP_2895,9,2895
SNP_2896,9,2896
SNP_2897,9,2897
SNP_2898,9,2898
SNP_2899,9,2899
SNP_2900,9,2900
SNP_2901,9,2901
SNP_2902,9,2902
SNP_2903,9,2903
SNP_2904,9,2904
SNP_2905,9,2905
SNP_2906,9,2906
SNP_2907,9,2907
SNP_2908,9,2908
SNP_2909,9,2909
SNP_2910,9,2910
SNP_2911,9,2911
SNP_2912,9,2912
SNP_2913,9,2913
SNP_2914,9,2914
SNP_2915,9,2915
SNP_2916,9,2916
SNP_2917,9,2917
SNP_2918,9,2918
SNP_2919,9,2919
SNP_2920,9,2920
SNP_2921,9,2921
SNP_2922,9,2922
SNP_2923,9,2923
SNP_2924,9,2924
SNP_2925,9,2925
SNP_2926,9,2926
SNP_2927,9,2927
SNP_2928,9,2928
SNP_2929,9,2929
SNP_2930,9,2930
SNP_2931,9,2931
SNP_2932,9,2932
SNP_2933,9,2933
SNP_2934,9,2934
SNP_2935,9,2935
SNP_2936,9,2936
SNP_2937,9,2937
SNP_2938,9,2938
SNP_2939,9,2939
SNP_2940,9,2940
SNP_2941,9,2941
SNP_2942,9,2942
SNP_2943,9,2943
SNP_2944,9,2944
SNP_2945,9,2945
SNP_2946,9,2946
SNP_2947,9,2947
SNP_2948,9,2948
SNP_2949,9,2949
SNP_2950,9,2950
SNP_2951,9,2951
SNP_2952,9,2952
SNP_2953,9,2953
SNP_2954,9,2954
SNP_2955,9,2955
SNP_2956,9,2956
SNP_2957,9,2957
SNP_2958,9,2958
SNP_2959,9,2959
SNP_2960,9,2960
SNP_2961,9,2961
SNP_2962,9,2962
SNP_2963,9,2963
SNP_2964,9,2964
SNP_2965,9,2965
SNP_2966,9,2966
SNP_2967,9,2967
SNP_2968,9,2968
SNP_2969,9,2969
SNP_2970,9,2970
SNP_2971,9,2971
SNP_2972,9,2972
SNP_2973,9,2973
SNP_2974,9,2974
SNP_2975,9,2975
SNP_2976,9,2976
SNP_2977,9,2977
SNP_2978,9,2978
SNP_2979,9,2979
SNP_2980,9,2980
SNP_2981,9,2981
SNP_2982,9,2982
SNP_2983,9,2983
SNP_2984,9,2984
SNP_2985,9,2985
SNP_2986,9,2986
SNP_2987,9,2987
SNP_2988,9,2988
SNP_2989,9,2989
SNP_2990,9,2990
SNP_2991,9,2991
SNP_2992,9,2992
SNP_2993,9,2993
SNP_2994,9,2994
SNP_2995,9,2995
SNP_2996,9,2996
SNP_2997,9,2997
SNP_2998,9,2998
SNP_2999,9,2999
SNP_3000,9,3000
SNP_3001,9,3001
SNP_3002,9,3002
SNP_3003,9,3003
SNP_3004,9,3004
SNP_3005,9,3005
SNP_3006,9,3006
SNP_3007,9,3007
SNP_3008,9,3008
SNP_3009,9,3009
SNP_3010,9,3010
SNP_3011,9,3011
SNP_3012,9,3012
SNP_3013,9,3013
SNP_3014,9,3014
SNP_3015,9,3015
SNP_3016,9,3016
SNP_3017,9,3017
SNP_3018,9,3018
SNP_3019,9,3019
SNP_3020,9,3020
SNP_3021,9,3021
SNP_3022,9,3022
SNP_3023,9,3023
SNP_3024,9,3024
SNP_3025,9,3025
SNP_3026,9,3026
SNP_3027,9,3027
SNP_3028,9,3028
SNP_3029,9,3029
SNP_3030,9,3030
SNP_3031,9,3031
SNP_3032,9,3032
SNP_3033,9,3033
SNP_3034,9,3034
SNP_3035,9,3035
SNP_3036,9,3036
SNP_3037,9,3037
SNP_3038,9,3038
SNP_3039,9,3039
SNP_3040,9,3040
SNP_3041,9,3041
SNP_3042,9,3042
SNP_3043,9,3043
SNP_3044,9,3044
SNP_3045,9,3045
SNP_3046,9,3046
SNP_3047,9,3047
SNP_3048,9,3048
SNP_3049,9,3049
SNP_3050,9,3050
SNP_3051,9,3051
SNP_3052,9,3052
SNP_3053,9,3053
SNP_3054,9,3054
SNP_3055,9,3055
SNP_3056,9,3056
SNP_3057,9,3057
SNP_3058,9,3058
SNP_3059,9,3059
SNP_3060,9,3060
SNP_3061,9,3061
SNP_3062,9,3062
SNP_3063,9,3063
SNP_3064,9,3064
SNP_3065,9,3065
SNP_3066,9,3066
SNP_3067,9,3067
SNP_3068,9,3068
SNP_3069,9,3069
SNP_3070,9,3070
SNP_3071,9,3071
SNP_3072,9,3072
SNP_3073,9,3073
SNP_3074,9,3074
SNP_3075,9,3075
SNP_3076,9,3076
SNP_3077,9,3077
SNP_3078,9,3078
SNP_3079,9,3079
SNP_3080,9,3080
SNP_3081,9,3081
SNP_3082,9,3082
SNP_3083,9,3083
SNP_3084,9,3084
SNP_3085,9,3085
SNP_3086,9,3086
SNP_3087,9,3087
SNP_3088,9,3088
SNP_3089,9,3089
SNP_3090,9,3090
SNP_3091,9,3091
SNP_3092,9,3092
SNP_3093,9,3093
SNP_3094,9,3094
SNP_3095,9,3095
SNP_3096,9,3096
SNP_3097,9,3097
SNP_3098,9,3098
SNP_3099,9,3099
SNP_3100,9,3100
SNP_3101,9,3101
SNP_3102,9,3102
SNP_3103,9,3103
SNP_3104,9,3104
SNP_3105,9,3105
SNP_3106,9,3106
SNP_3107,9,3107
SNP_3108,9,3108
SNP_3109,9,3109
SNP_3110,9,3110
SNP_3111,9,3111
SNP_3112,9,3112
SNP_3113,9,3113
SNP_3114,9,3114
SNP_3115,9,3115
SNP_3116,9,3116
SNP_3117,9,3117
SNP_3118,9,3118
SNP_3119,9,3119
SNP_3120,9,3120
SNP_3121,9,3121
SNP_3122,9,3122
SNP_3123,9,3123
SNP_3124,9,3124
SNP_3125,9,3125
SNP_3126,9,3126
SNP_3127,9,3127
SNP_3128,9,3128
SNP_3129,9,3129
SNP_3130,9,3130
SNP_3131,9,3131
SNP_3132,9,3132
SNP_3133,9,3133
SNP_3134,9,3134
SNP_3135,9,3135
SNP_3136,9,3136
SNP_3137,9,3137
SNP_3138,9,3138
SNP_3139,9,3139
SNP_3140,9,3140
SNP_3141,9,3141
SNP_3142,9,3142
SNP_3143,9,3143
SNP_3144,9,3144
SNP_3145,9,3145
SNP_3146,9,3146
SNP_3147,9,3147
SNP_3148,9,3148
SNP_3149,9,3149
SNP_3150,9,3150
SNP_3151,10,3151
SNP_3152,10,3152
SNP_3153,10,3153
SNP_3154,10,3154
SNP_3155,10,3155
SNP_3156,10,3156
SNP_3157,10,3157
SNP_3158,10,3158
SNP_3159,10,3159
SNP_3160,10,3160
SNP_3161,10,3161
SNP_3162,10,3162
SNP_3163,10,3163
SNP_3164,10,3164
SNP_3165,10,3165
SNP_3166,10,3166
SNP_3167,10,3167
SNP_3168,10,3168
SNP_3169,10,3169
SNP_3170,10,3170
SNP_3171,10,3171
SNP_3172,10,3172
SNP_3173,10,3173
SNP_3174,10,3174
SNP_3175,10,3175
SNP_3176,10,3176
SNP_3177,10,3177
SNP_3178,10,3178
SNP_3179,10,3179
SNP_3180,10,3180
SNP_3181,10,3181
SNP_3182,10,3182
SNP_3183,10,3183
SNP_3184,10,3184
SNP_3185,10,3185
SNP_3186,10,3186
SNP_3187,10,3187
SNP_3188,10,3188
SNP_3189,10,3189
SNP_3190,10,3190
SNP_3191,10,3191
SNP_3192,10,3192
SNP_3193,10,3193
SNP_3194,10,3194
SNP_3195,10,3195
SNP_3196,10,3196
SNP_3197,10,3197
SNP_3198,10,3198
SNP_3199,10,3199
SNP_3200,10,3200
SNP_3201,10,3201
SNP_3202,10,3202
SNP_3203,10,3203
SNP_3204,10,3204
SNP_3205,10,3205
SNP_3206,10,3206
SNP_3207,10,3207
SNP_3208,10,3208
SNP_3209,10,3209
SNP_3210,10,3210
SNP_3211,10,3211
SNP_3212,10,3212
SNP_3213,10,3213
SNP_3214,10,3214
SNP_3215,10,3215
SNP_3216,10,3216
SNP_3217,10,3217
SNP_3218,10,3218
SNP_3219,10,3219
SNP_3220,10,3220
SNP_3221,10,3221
SNP_3222,10,3222
SNP_3223,10,3223
SNP_3224,10,3224
SNP_3225,10,3225
SNP_3226,10,3226
SNP_3227,10,3227
SNP_3228,10,3228
SNP_3229,10,3229
SNP_3230,10,3230
SNP_3231,10,3231
SNP_3232,10,3232
SNP_3233,10,3233
SNP_3234,10,3234
SNP_3235,10,3235
SNP_3236,10,3236
SNP_3237,10,3237
SNP_3238,10,3238
SNP_3239,10,3239
SNP_3240,10,3240
SNP_3241,10,3241
SNP_3242,10,3242
SNP_3243,10,3243
SNP_3244,10,3244
SNP_3245,10,3245
SNP_3246,10,3246
SNP_3247,10,3247
SNP_3248,10,3248
SNP_3249,10,3249
SNP_3250,10,3250
SNP_3251,10,3251
SNP_3252,10,3252
SNP_3253,10,3253
SNP_3254,10,3254
SNP_3255,10,3255
SNP_3256,10,3256
SNP_3257,10,3257
SNP_3258,10,3258
SNP_3259,10,3259
SNP_3260,10,3260
SNP_3261,10,3261
SNP_3262,10,3262
SNP_3263,10,3263
SNP_3264,10,3264
SNP_3265,10,3265
SNP_3266,10,3266
SNP_3267,10,3267
SNP_3268,10,3268
SNP_3269,10,3269
SNP_3270,10,3270
SNP_3271,10,3271
SNP_3272,10,3272
SNP_3273,10,3273
SNP_3274,10,3274
SNP_3275,10,3275
SNP_3276,10,3276
SNP_3277,10,3277
SNP_3278,10,3278
SNP_3279,10,3279
SNP_3280,10,3280
SNP_3281,10,3281
SNP_3282,10,3282
SNP_3283,10,3283
SNP_3284,10,3284
SNP_3285,10,3285
SNP_3286,10,3286
SNP_3287,10,3287
SNP_3288,10,3288
SNP_3289,10,3289
SNP_3290,10,3290
SNP_3291,10,3291
SNP_3292,10,3292
SNP_3293,10,3293
SNP_3294,10,3294
SNP_3295,10,3295
SNP_3296,10,3296
SNP_3297,10,3297
SNP_3298,10,3298
SNP_3299,10,3299
SNP_3300,10,3300
SNP_3301,10,3301
SNP_3302,10,3302
SNP_3303,10,3303
SNP_3304,10,3304
SNP_3305,10,3305
SNP_3306,10,3306
SNP_3307,10,3307
SNP_3308,10,3308
SNP_3309,10,3309
SNP_3310,10,3310
SNP_3311,10,3311
SNP_3312,10,3312
SNP_3313,10,3313
SNP_3314,10,3314
SNP_3315,10,3315
SNP_3316,10,3316
SNP_3317,10,3317
SNP_3318,10,3318
SNP_3319,10,3319
SNP_3320,10,3320
SNP_3321,10,3321
SNP_3322,10,3322
SNP_3323,10,3323
SNP_3324,10,3324
SNP_3325,10,3325
SNP_3326,10,3326
SNP_3327,10,3327
SNP_3328,10,3328
SNP_3329,10,3329
SNP_3330,10,3330
SNP_3331,10,3331
SNP_3332,10,3332
SNP_3333,10,3333
SNP_3334,10,3334
SNP_3335,10,3335
SNP_3336,10,3336
SNP_3337,10,3337
SNP_3338,10,3338
SNP_3339,10,3339
SNP_3340,10,3340
SNP_3341,10,3341
SNP_3342,10,3342
SNP_3343,10,3343
SNP_3344,10,3344
SNP_3345,10,3345
SNP_3346,10,3346
SNP_3347,10,3347
SNP_3348,10,3348
SNP_3349,10,3349
SNP_3350,10,3350
SNP_3351,10,3351
SNP_3352,10,3352
SNP_3353,10,3353
SNP_3354,10,3354
SNP_3355,10,3355
SNP_3356,10,3356
SNP_3357,10,3357
SNP_3358,10,3358
SNP_3359,10,3359
SNP_3360,10,3360
SNP_3361,10,3361
SNP_3362,10,3362
SNP_3363,10,3363
SNP_3364,10,3364
SNP_3365,10,3365
SNP_3366,10,3366
SNP_3367,10,3367
SNP_3368,10,3368
SNP_3369,10,3369
SNP_3370,10,3370
SNP_3371,10,3371
SNP_3372,10,3372
SNP_3373,10,3373
SNP_3374,10,3374
SNP_3375,10,3375
SNP_3376,10,3376
SNP_3377,10,3377
SNP_3378,10,3378
SNP_3379,10,3379
SNP_3380,10,3380
SNP_3381,10,3381
SNP_3382,10,3382
SNP_3383,10,3383
SNP_3384,10,3384
SNP_3385,10,3385
SNP_3386,10,3386
SNP_3387,10,3387
SNP_3388,10,3388
SNP_3389,10,3389
SNP_3390,10,3390
SNP_3391,10,3391
SNP_3392,10,3392
SNP_3393,10,3393
SNP_3394,10,3394
SNP_3395,10,3395
SNP_3396,10,3396
SNP_3397,10,3397
SNP_3398,10,3398
SNP_3399,10,3399
SNP_3400,10,3400
SNP_3401,10,3401
SNP_3402,10,3402
SNP_3403,10,3403
SNP_3404,10,3404
SNP_3405,10,3405
SNP_3406,10,3406
SNP_3407,10,3407
SNP_3408,10,3408
SNP_3409,10,3409
SNP_3410,10,3410
SNP_3411,10,3411
SNP_3412,10,3412
SNP_3413,10,3413
SNP_3414,10,3414
SNP_3415,10,3415
SNP_3416,10,3416
SNP_3417,10,3417
SNP_3418,10,3418
SNP_3419,10,3419
SNP_3420,10,3420
SNP_3421,10,3421
SNP_3422,10,3422
SNP_3423,10,3423
SNP_3424,10,3424
SNP_3425,10,3425
SNP_3426,10,3426
SNP_3427,10,3427
SNP_3428,10,3428
SNP_3429,10,3429
SNP_3430,10,3430
SNP_3431,10,3431
SNP_3432,10,3432
SNP_3433,10,3433
SNP_3434,10,3434
SNP_3435,10,3435
SNP_3436,10,3436
SNP_3437,10,3437
SNP_3438,10,3438
SNP_3439,10,3439
SNP_3440,10,3440
SNP_3441,10,3441
SNP_3442,10,3442
SNP_3443,10,3443
SNP_3444,10,3444
SNP_3445,10,3445
SNP_3446,10,3446
SNP_3447,10,3447
SNP_3448,10,3448
SNP_3449,10,3449
SNP_3450,10,3450
SNP_3451,10,3451
SNP_3452,10,3452
SNP_3453,10,3453
SNP_3454,10,3454
SNP_3455,10,3455
SNP_3456,10,3456
SNP_3457,10,3457
SNP_3458,10,3458
SNP_3459,10,3459
SNP_3460,10,3460
SNP_3461,10,3461
SNP_3462,10,3462
SNP_3463,10,3463
SNP_3464,10,3464
SNP_3465,10,3465
SNP_3466,10,3466
SNP_3467,10,3467
SNP_3468,10,3468
SNP_3469,10,3469
SNP_3470,10,3470
SNP_3471,10,3471
SNP_3472,10,3472
SNP_3473,10,3473
SNP_3474,10,3474
SNP_3475,10,3475
SNP_3476,10,3476
SNP_3477,10,3477
SNP_3478,10,3478
SNP_3479,10,3479
SNP_3480,10,3480
SNP_3481,10,3481
SNP_3482,10,3482
SNP_3483,10,3483
SNP_3484,10,3484
SNP_3485,10,3485
SNP_3486,10,3486
SNP_3487,10,3487
SNP_3488,10,3488
SNP_3489,10,3489
SNP_3490,10,3490
SNP_3491,10,3491
SNP_3492,10,3492
SNP_3493,10,3493
SNP_3494,10,3494
SNP_3495,10,3495
SNP_3496,10,3496
SNP_3497,10,3497
SNP_3498,10,3498
SNP_3499,10,3499
SNP_3500,10,3500
